,dBA
2109,57.1
2110,58.0
2111,75.7
2112,53.7
2113,57.4
2114,59.4
2115,70.2
2116,61.6
2117,56.4
2118,57.8
2119,71.5
2120,57.7
2121,58.6
2122,58.1
2123,73.0
2124,60.5
2125,56.9
2126,59.1
2127,72.7
2128,60.5
2129,57.3
2130,58.1
2131,70.1
2132,63.8
2133,58.1
2134,59.2
2135,73.6
2136,59.1
2137,55.6
2138,58.0
2139,70.4
2140,60.5
2141,57.6
2142,58.1
2143,73.9
2144,63.4
2145,57.7
2146,57.7
2147,73.8
2148,59.6
2149,57.0
2150,57.5
2151,70.1
2152,59.7
2153,55.7
2154,57.5
2155,74.3
2156,57.2
2157,56.1
2158,58.5
2159,73.3
2160,57.6
2161,53.8
2162,58.7
2163,68.1
2164,58.2
2165,55.8
2166,58.1
2167,74.4
2168,58.3
2169,58.5
2170,57.9
2171,72.7
2172,60.3
2173,55.5
2174,57.6
2175,73.5
2176,58.1
2177,55.5
2178,58.0
2179,72.4
2180,54.9
2181,56.6
2182,59.2
2183,76.0
2184,57.9
2185,55.4
2186,59.8
2187,70.7
2188,56.8
2189,54.2
2190,59.7
2191,73.8
2192,55.4
2193,56.5
2194,59.1
2195,70.5
2196,57.8
2197,54.9
2198,59.1
2199,72.2
2200,57.8
2201,57.3
2202,59.5
2203,70.2
2204,59.4
2205,57.5
2206,59.4
2207,74.9
2208,55.9
2209,54.6
2210,59.5
2211,71.4
2212,60.0
2213,57.3
2214,59.0
2215,74.5
2216,59.1
2217,55.9
2218,59.0
2219,75.3
2220,58.4
2221,56.7
2222,60.4
2223,70.4
2224,61.5
2225,57.8
2226,60.2
2227,74.4
2228,63.9
2229,57.3
2230,59.2
2231,74.2
2232,60.6
2233,56.6
2234,61.3
2235,71.8
2236,61.5
2237,56.7
2238,60.0
2239,69.8
2240,60.7
2241,56.6
2242,58.0
2243,73.5
2244,58.3
2245,55.8
2246,58.1
2247,73.8
2248,60.8
2249,56.3
2250,57.6
2251,75.8
2252,60.7
2253,56.7
2254,57.3
2255,72.7
2256,66.2
2257,54.5
2258,58.8
2259,69.6
2260,60.0
2261,55.9
2262,59.9
2263,73.2
2264,59.0
2265,56.2
2266,59.7
2267,69.9
2268,61.0
2269,55.6
2270,58.3
2271,73.3
2272,61.8
2273,56.7
2274,59.9
2275,74.2
2276,58.4
2277,57.1
2278,61.9
2279,74.2
2280,58.4
2281,57.6
2282,62.0
2283,72.0
2284,63.2
2285,56.5
2286,61.1
2287,72.5
2288,60.9
2289,56.6
2290,60.5
2291,73.1
2292,61.5
2293,55.5
2294,59.9
2295,71.4
2296,61.0
2297,54.4
2298,60.9
2299,73.7
2300,63.4
2301,55.6
2302,60.1
2303,76.5
2304,60.6
2305,56.9
2306,59.9
2307,73.1
2308,58.0
2309,55.3
2310,59.4
2311,73.7
2312,59.0
2313,55.5
2314,59.2
2315,75.2
2316,58.4
2317,55.9
2318,61.8
2319,77.7
2320,54.7
2321,56.0
2322,60.3
2323,74.9
2324,59.7
2325,56.4
2326,58.6
2327,75.6
2328,57.6
2329,55.1
2330,59.0
2331,71.9
2332,58.0
2333,55.9
2334,59.4
2335,73.2
2336,57.1
2337,56.7
2338,59.1
2339,75.0
2340,59.2
2341,57.3
2342,58.7
2343,73.4
2344,61.2
2345,56.4
2346,58.4
2347,71.5
2348,57.9
2349,56.9
2350,61.9
2351,75.2
2352,58.5
2353,54.6
2354,61.6
2355,69.0
2356,63.8
2357,55.8
2358,60.4
2359,76.7
2360,56.5
2361,56.9
2362,60.0
2363,73.4
2364,60.1
2365,56.7
2366,60.0
2367,74.1
2368,60.0
2369,54.2
2370,59.8
2371,73.2
2372,58.7
2373,56.9
2374,61.8
2375,72.0
2376,59.9
2377,58.2
2378,59.9
2379,76.9
2380,63.2
2381,57.6
2382,60.9
2383,74.8
2384,60.6
2385,56.9
2386,59.6
2387,72.6
2388,57.9
2389,56.2
2390,59.7
2391,73.4
2392,58.3
2393,55.9
2394,61.6
2395,73.7
2396,60.6
2397,56.6
2398,60.4
2399,71.7
2400,55.5
2401,55.7
2402,60.5
2403,72.0
2404,58.3
2405,55.9
2406,58.0
2407,73.4
2408,63.0
2409,56.4
2410,58.3
2411,74.5
2412,60.8
2413,56.6
2414,60.6
2415,73.7
2416,57.6
2417,56.0
2418,60.8
2419,73.0
2420,56.4
2421,55.5
2422,62.6
2423,72.9
2424,59.8
2425,56.4
2426,60.9
2427,68.9
2428,59.0
2429,55.1
2430,60.7
2431,74.4
2432,59.5
2433,56.4
2434,60.0
2435,74.5
2436,57.4
2437,56.4
2438,60.0
2439,71.4
2440,59.4
2441,56.4
2442,60.8
2443,75.0
2444,58.4
2445,54.5
2446,60.0
2447,71.7
2448,57.9
2449,56.2
2450,60.6
2451,71.3
2452,58.8
2453,54.8
2454,59.9
2455,74.0
2456,57.0
2457,56.1
2458,63.3
2459,75.1
2460,60.8
2461,56.4
2462,62.0
2463,69.3
2464,57.3
2465,56.6
2466,62.1
2467,72.8
2468,55.5
2469,55.6
2470,62.4
2471,73.1
2472,57.5
2473,55.1
2474,61.5
2475,70.2
2476,60.0
2477,56.1
2478,62.9
2479,72.5
2480,58.6
2481,53.7
2482,69.5
2483,74.8
2484,58.2
2485,56.0
2486,63.2
2487,71.0
2488,58.0
2489,55.8
2490,58.7
2491,71.8
2492,58.4
2493,56.9
2494,61.0
2495,74.5
2496,59.3
2497,58.8
2498,59.3
2499,73.0
2500,60.4
2501,57.0
2502,59.5
2503,75.5
2504,58.4
2505,57.5
2506,59.5
2507,72.4
2508,57.6
2509,57.0
2510,60.2
2511,73.8
2512,59.5
2513,56.5
2514,62.2
2515,72.7
2516,56.9
2517,57.8
2518,60.5
2519,73.1
2520,56.0
2521,57.4
2522,59.8
2523,73.7
2524,60.1
2525,57.1
2526,62.1
2527,70.8
2528,58.2
2529,56.2
2530,59.2
2531,74.0
2532,59.6
2533,55.6
2534,60.9
2535,72.3
2536,63.1
2537,56.6
2538,61.2
2539,73.7
2540,60.7
2541,56.7
2542,59.9
2543,74.7
2544,60.2
2545,56.7
2546,61.2
2547,71.2
2548,62.1
2549,57.4
2550,60.1
2551,75.2
2552,58.4
2553,57.5
2554,61.0
2555,74.0
2556,60.9
2557,57.1
2558,62.9
2559,73.5
2560,58.4
2561,58.3
2562,59.7
2563,71.8
2564,60.0
2565,57.0
2566,59.5
2567,75.1
2568,62.3
2569,59.4
2570,59.1
2571,68.8
2572,58.0
2573,57.4
2574,58.5
2575,73.5
2576,60.1
2577,57.1
2578,58.6
2579,73.2
2580,55.9
2581,58.3
2582,60.5
2583,72.8
2584,59.5
2585,57.7
2586,60.4
2587,69.6
2588,58.5
2589,56.1
2590,61.6
2591,76.7
2592,54.7
2593,58.8
2594,59.7
2595,70.9
2596,59.3
2597,57.7
2598,58.5
2599,72.0
2600,55.5
2601,57.4
2602,58.7
2603,73.7
2604,54.3
2605,59.3
2606,58.7
2607,71.5
2608,61.7
2609,57.6
2610,58.4
2611,73.0
2612,59.1
2613,58.3
2614,58.6
2615,73.9
2616,55.2
2617,56.8
2618,58.8
2619,72.7
2620,55.1
2621,57.2
2622,58.8
2623,73.0
2624,55.8
2625,56.5
2626,61.1
2627,73.0
2628,57.9
2629,58.1
2630,61.9
2631,70.5
2632,60.1
2633,57.3
2634,61.4
2635,73.1
2636,60.2
2637,58.2
2638,61.8
2639,72.2
2640,59.1
2641,57.0
2642,61.8
2643,71.2
2644,55.2
2645,57.9
2646,61.4
2647,73.3
2648,58.2
2649,57.2
2650,60.7
2651,74.0
2652,59.9
2653,57.2
2654,58.8
2655,74.2
2656,57.4
2657,56.8
2658,58.3
2659,73.4
2660,57.8
2661,56.1
2662,57.5
2663,73.2
2664,59.8
2665,57.0
2666,57.2
2667,71.5
2668,58.8
2669,58.3
2670,57.9
2671,71.3
2672,60.9
2673,56.4
2674,57.6
2675,73.8
2676,55.2
2677,56.7
2678,57.4
2679,71.3
2680,55.5
2681,57.3
2682,58.3
2683,72.7
2684,58.7
2685,59.0
2686,57.9
2687,75.5
2688,57.6
2689,57.8
2690,58.5
2691,72.5
2692,57.5
2693,56.8
2694,58.4
2695,73.4
2696,57.0
2697,56.8
2698,57.5
2699,74.8
2700,58.6
2701,57.5
2702,56.9
2703,72.7
2704,58.7
2705,56.6
2706,58.7
2707,70.2
2708,58.6
2709,57.2
2710,58.1
2711,74.5
2712,57.9
2713,57.2
2714,58.5
2715,73.7
2716,59.4
2717,57.4
2718,57.3
2719,72.7
2720,58.9
2721,56.2
2722,57.4
2723,74.0
2724,61.0
2725,57.2
2726,57.5
2727,73.1
2728,57.0
2729,57.4
2730,57.6
2731,75.9
2732,56.8
2733,57.1
2734,57.3
2735,76.2
2736,59.1
2737,57.8
2738,57.6
2739,69.9
2740,52.3
2741,56.7
2742,57.3
2743,75.3
2744,55.3
2745,57.8
2746,57.3
2747,75.4
2748,58.9
2749,58.0
2750,57.3
2751,70.4
2752,57.1
2753,56.8
2754,57.6
2755,74.4
2756,55.2
2757,57.7
2758,57.7
2759,74.1
2760,57.8
2761,56.4
2762,58.2
2763,70.8
2764,60.6
2765,58.2
2766,59.2
2767,74.3
2768,58.2
2769,57.0
2770,59.2
2771,74.5
2772,57.7
2773,56.6
2774,58.7
2775,69.2
2776,60.3
2777,57.8
2778,58.9
2779,76.1
2780,56.9
2781,56.8
2782,58.3
2783,74.5
2784,65.0
2785,57.9
2786,57.5
2787,68.7
2788,59.0
2789,57.3
2790,57.6
2791,75.9
2792,57.3
2793,58.5
2794,57.5
2795,74.0
2796,62.2
2797,56.9
2798,56.8
2799,72.3
2800,57.9
2801,57.4
2802,57.7
2803,73.3
2804,62.5
2805,57.9
2806,57.1
2807,73.1
2808,58.9
2809,55.9
2810,58.6
2811,72.8
2812,55.6
2813,58.6
2814,58.0
2815,74.7
2816,60.4
2817,57.7
2818,58.7
2819,73.4
2820,57.9
2821,58.0
2822,58.6
2823,69.1
2824,65.6
2825,57.9
2826,59.7
2827,75.8
2828,62.4
2829,57.0
2830,58.3
2831,73.3
2832,54.0
2833,56.4
2834,58.2
2835,74.2
2836,59.0
2837,57.5
2838,57.8
2839,75.4
2840,56.0
2841,56.7
2842,61.4
2843,75.0
2844,60.3
2845,58.1
2846,62.3
2847,67.7
2848,59.8
2849,58.4
2850,59.2
2851,71.3
2852,58.6
2853,57.3
2854,63.7
2855,75.1
2856,59.8
2857,59.8
2858,57.5
2859,70.6
2860,54.4
2861,57.9
2862,57.4
2863,74.5
2864,60.9
2865,58.9
2866,57.5
2867,76.3
2868,58.6
2869,57.5
2870,57.2
2871,70.6
2872,58.5
2873,58.2
2874,57.2
2875,71.0
2876,57.8
2877,59.6
2878,57.0
2879,72.3
2880,55.3
2881,57.4
2882,58.4
2883,70.0
2884,58.0
2885,57.2
2886,57.7
2887,74.9
2888,57.3
2889,59.0
2890,57.1
2891,74.3
2892,55.0
2893,57.9
2894,57.1
2895,74.8
2896,60.2
2897,58.0
2898,58.1
2899,71.7
2900,55.9
2901,58.3
2902,57.9
2903,73.5
2904,56.9
2905,57.5
2906,57.6
2907,72.4
2908,58.1
2909,56.1
2910,57.1
2911,73.5
2912,58.7
2913,59.4
2914,57.4
2915,72.7
2916,57.4
2917,59.1
2918,57.3
2919,74.0
2920,59.7
2921,57.3
2922,57.9
2923,70.1
2924,57.9
2925,58.0
2926,58.1
2927,75.6
2928,59.7
2929,58.2
2930,58.2
2931,71.0
2932,59.0
2933,58.6
2934,57.4
2935,74.6
2936,60.7
2937,59.0
2938,57.8
2939,74.6
2940,56.2
2941,58.7
2942,56.9
2943,73.0
2944,64.3
2945,58.1
2946,57.4
2947,70.3
2948,60.4
2949,57.9
2950,56.8
2951,76.0
2952,58.0
2953,57.3
2954,57.3
2955,74.5
2956,60.2
2957,56.4
2958,56.9
2959,70.3
2960,59.1
2961,59.4
2962,57.7
2963,76.2
2964,62.9
2965,59.4
2966,57.6
2967,73.7
2968,62.0
2969,58.6
2970,58.0
2971,74.3
2972,63.3
2973,58.4
2974,57.8
2975,75.7
2976,58.5
2977,59.3
2978,58.4
2979,73.7
2980,60.9
2981,59.3
2982,58.0
2983,71.8
2984,59.2
2985,57.6
2986,58.1
2987,72.5
2988,60.8
2989,58.4
2990,57.3
2991,74.6
2992,58.5
2993,57.7
2994,58.4
2995,71.3
2996,59.3
2997,58.8
2998,57.8
2999,73.9
3000,58.5
3001,57.7
3002,57.6
3003,74.3
3004,58.8
3005,57.8
3006,57.3
3007,74.2
3008,59.0
3009,57.8
3010,58.0
3011,71.0
3012,59.7
3013,57.9
3014,57.6
3015,70.5
3016,58.9
3017,57.7
3018,57.6
3019,72.2
3020,54.6
3021,58.1
3022,65.5
3023,75.4
3024,59.2
3025,60.0
3026,81.8
3027,70.6
3028,57.0
3029,57.3
3030,59.3
3031,70.8
3032,60.9
3033,59.9
3034,57.5
3035,74.7
3036,56.3
3037,58.8
3038,57.5
3039,72.5
3040,54.8
3041,58.6
3042,57.9
3043,71.4
3044,55.1
3045,57.7
3046,58.5
3047,74.8
3048,60.5
3049,60.7
3050,58.1
3051,72.9
3052,60.6
3053,58.6
3054,57.8
3055,74.2
3056,59.1
3057,57.8
3058,58.5
3059,75.9
3060,55.8
3061,58.6
3062,57.7
3063,74.9
3064,61.0
3065,59.6
3066,58.3
3067,70.7
3068,57.8
3069,58.9
3070,57.4
3071,73.5
3072,60.5
3073,59.6
3074,57.1
3075,75.0
3076,60.8
3077,58.7
3078,57.2
3079,74.1
3080,58.0
3081,57.4
3082,57.0
3083,73.9
3084,58.0
3085,59.3
3086,56.8
3087,72.3
3088,54.5
3089,59.2
3090,56.9
3091,69.8
3092,59.7
3093,60.8
3094,56.6
3095,73.2
3096,57.3
3097,60.8
3098,57.3
3099,73.4
3100,57.7
3101,59.0
3102,56.8
3103,69.6
3104,56.8
3105,58.2
3106,56.7
3107,75.5
3108,57.8
3109,58.5
3110,56.9
3111,70.6
3112,59.2
3113,60.5
3114,56.4
3115,70.7
3116,59.6
3117,57.6
3118,57.3
3119,73.4
3120,58.5
3121,58.1
3122,57.1
3123,72.7
3124,60.8
3125,57.3
3126,56.9
3127,72.6
3128,57.3
3129,58.8
3130,56.9
3131,72.5
3132,59.4
3133,58.4
3134,56.5
3135,75.0
3136,66.0
3137,59.3
3138,56.8
3139,73.0
3140,55.8
3141,58.8
3142,57.2
3143,74.8
3144,57.8
3145,59.1
3146,57.7
3147,73.9
3148,59.3
3149,58.1
3150,58.3
3151,72.9
3152,57.6
3153,59.1
3154,57.5
3155,75.6
3156,56.8
3157,58.9
3158,57.1
3159,72.7
3160,58.0
3161,57.4
3162,57.1
3163,68.6
3164,61.8
3165,58.4
3166,57.4
3167,76.1
3168,59.5
3169,59.8
3170,58.1
3171,72.7
3172,55.8
3173,59.7
3174,57.5
3175,73.1
3176,58.3
3177,59.1
3178,58.3
3179,76.1
3180,57.8
3181,58.2
3182,57.3
3183,73.2
3184,58.8
3185,58.2
3186,57.0
3187,72.7
3188,59.7
3189,59.9
3190,57.9
3191,73.9
3192,59.3
3193,59.2
3194,58.6
3195,73.6
3196,57.2
3197,58.2
3198,57.4
3199,74.0
3200,59.2
3201,58.7
3202,60.3
3203,73.5
3204,61.8
3205,57.0
3206,57.9
3207,73.2
3208,57.8
3209,57.3
3210,57.6
3211,72.7
3212,58.4
3213,58.9
3214,59.0
3215,72.0
3216,58.5
3217,59.5
3218,58.7
3219,74.3
3220,58.5
3221,58.8
3222,59.2
3223,74.8
3224,61.4
3225,58.8
3226,59.8
3227,67.4
3228,59.2
3229,58.6
3230,58.8
3231,72.5
3232,58.4
3233,59.9
3234,58.0
3235,74.3
3236,58.9
3237,59.9
3238,58.3
3239,73.8
3240,56.9
3241,59.4
3242,57.6
3243,73.3
3244,56.8
3245,57.7
3246,57.7
3247,72.6
3248,57.0
3249,58.3
3250,58.6
3251,71.1
3252,59.3
3253,58.0
3254,59.0
3255,67.6
3256,60.1
3257,58.9
3258,58.1
3259,74.7
3260,57.6
3261,58.0
3262,57.3
3263,75.3
3264,55.7
3265,60.0
3266,57.4
3267,74.1
3268,58.8
3269,59.4
3270,59.1
3271,72.1
3272,58.1
3273,57.5
3274,60.9
3275,71.2
3276,57.9
3277,57.6
3278,60.8
3279,74.9
3280,58.0
3281,57.1
3282,58.8
3283,73.6
3284,59.6
3285,57.6
3286,58.6
3287,75.7
3288,61.0
3289,59.0
3290,58.1
3291,73.4
3292,59.3
3293,58.5
3294,57.5
3295,73.2
3296,60.7
3297,58.9
3298,57.5
3299,69.1
3300,57.1
3301,58.1
3302,57.4
3303,71.1
3304,55.7
3305,59.4
3306,58.2
3307,75.7
3308,60.0
3309,57.6
3310,57.6
3311,70.6
3312,57.5
3313,57.1
3314,57.0
3315,75.1
3316,58.0
3317,58.9
3318,57.2
3319,73.8
3320,58.0
3321,57.4
3322,57.3
3323,75.9
3324,60.3
3325,58.3
3326,57.8
3327,70.8
3328,58.3
3329,57.5
3330,58.6
3331,70.9
3332,60.1
3333,58.1
3334,60.0
3335,73.0
3336,60.7
3337,57.3
3338,60.0
3339,74.2
3340,56.7
3341,57.4
3342,57.2
3343,73.0
3344,55.9
3345,58.4
3346,59.0
3347,73.3
3348,55.2
3349,59.9
3350,59.2
3351,72.7
3352,53.8
3353,57.1
3354,58.3
3355,71.3
3356,56.0
3357,56.5
3358,60.9
3359,76.8
3360,60.4
3361,57.3
3362,59.1
3363,73.1
3364,59.6
3365,57.9
3366,60.2
3367,74.7
3368,58.7
3369,57.3
3370,59.8
3371,75.5
3372,58.4
3373,56.0
3374,57.9
3375,72.7
3376,59.6
3377,57.7
3378,59.6
3379,74.5
3380,56.6
3381,58.4
3382,61.7
3383,73.4
3384,56.5
3385,59.5
3386,60.3
3387,73.2
3388,57.3
3389,57.8
3390,61.7
3391,69.5
3392,61.6
3393,58.3
3394,59.5
3395,75.4
3396,56.2
3397,58.3
3398,60.6
3399,74.0
3400,56.1
3401,58.3
3402,58.5
3403,73.6
3404,57.6
3405,57.8
3406,58.9
3407,75.2
3408,60.8
3409,57.3
3410,59.3
3411,71.8
3412,57.3
3413,56.7
3414,60.1
3415,74.6
3416,56.2
3417,56.8
3418,58.0
3419,74.1
3420,56.7
3421,57.1
3422,57.3
3423,70.9
3424,55.6
3425,57.9
3426,57.0
3427,71.8
3428,57.8
3429,59.1
3430,58.6
3431,73.7
3432,57.8
3433,58.5
3434,58.6
3435,74.3
3436,58.9
3437,56.8
3438,59.1
3439,71.0
3440,55.3
3441,58.1
3442,58.7
3443,76.1
3444,56.1
3445,58.5
3446,58.0
3447,72.2
3448,63.7
3449,57.8
3450,57.9
3451,75.7
3452,58.9
3453,58.2
3454,60.8
3455,73.4
3456,56.9
3457,56.4
3458,59.9
3459,75.7
3460,58.7
3461,56.0
3462,60.0
3463,73.9
3464,56.5
3465,57.4
3466,58.2
3467,76.0
3468,56.8
3469,56.4
3470,58.6
3471,71.7
3472,54.5
3473,57.7
3474,59.5
3475,73.1
3476,58.0
3477,58.4
3478,60.4
3479,76.1
3480,59.2
3481,58.4
3482,58.7
3483,73.3
3484,59.3
3485,56.7
3486,58.6
3487,74.3
3488,58.4
3489,59.4
3490,58.2
3491,76.1
3492,60.6
3493,58.4
3494,60.1
3495,67.9
3496,59.2
3497,57.6
3498,59.1
3499,73.6
3500,58.4
3501,57.3
3502,58.8
3503,76.1
3504,56.9
3505,56.9
3506,60.0
3507,73.3
3508,58.0
3509,57.6
3510,59.5
3511,72.7
3512,59.3
3513,57.8
3514,62.0
3515,73.4
3516,57.8
3517,56.9
3518,62.0
3519,74.0
3520,53.3
3521,56.2
3522,60.0
3523,68.1
3524,51.4
3525,56.5
3526,60.5
3527,75.8
3528,59.0
3529,57.8
3530,58.9
3531,72.2
3532,54.6
3533,55.1
3534,59.4
3535,75.9
3536,56.0
3537,56.6
3538,59.1
3539,73.3
3540,55.6
3541,59.0
3542,60.5
3543,69.3
3544,51.7
3545,57.8
3546,59.0
3547,74.0
3548,60.1
3549,57.1
3550,57.5
3551,74.6
3552,58.8
3553,57.4
3554,57.8
3555,71.3
3556,60.6
3557,57.6
3558,60.6
3559,72.0
3560,59.4
3561,57.1
3562,59.1
3563,73.3
3564,57.6
3565,58.2
3566,57.6
3567,70.2
3568,54.8
3569,58.8
3570,58.5
3571,74.9
3572,55.0
3573,55.9
3574,58.4
3575,71.4
3576,58.8
3577,58.1
3578,59.6
3579,74.2
3580,58.6
3581,59.0
3582,58.5
3583,71.2
3584,58.4
3585,57.2
3586,58.5
3587,70.9
3588,57.2
3589,57.3
3590,57.3
3591,72.9
3592,57.1
3593,58.7
3594,57.1
3595,75.1
3596,68.3
3597,57.3
3598,59.2
3599,73.8
3600,61.6
3601,56.0
3602,60.7
3603,70.3
3604,59.6
3605,57.9
3606,58.7
3607,73.0
3608,57.9
3609,57.1
3610,58.7
3611,74.7
3612,53.8
3613,56.6
3614,58.0
3615,67.7
3616,55.6
3617,57.4
3618,58.5
3619,68.6
3620,59.3
3621,57.7
3622,59.3
3623,74.9
3624,59.6
3625,55.3
3626,59.1
3627,71.9
3628,56.1
3629,57.1
3630,58.2
3631,72.2
3632,59.6
3633,56.5
3634,58.0
3635,67.4
3636,59.6
3637,57.1
3638,59.3
3639,71.3
3640,54.8
3641,55.8
3642,58.4
3643,66.4
3644,59.4
3645,57.0
3646,57.4
3647,77.0
3648,55.9
3649,55.9
3650,58.2
3651,73.2
3652,57.8
3653,57.6
3654,59.4
3655,68.4
3656,55.0
3657,57.3
3658,61.8
3659,74.4
3660,59.1
3661,54.9
3662,60.6
3663,68.2
3664,55.6
3665,55.0
3666,57.9
3667,71.5
3668,58.7
3669,54.5
3670,56.9
3671,70.9
3672,57.3
3673,56.1
3674,57.1
3675,69.4
3676,61.0
3677,57.4
3678,60.2
3679,74.7
3680,55.9
3681,56.2
3682,59.5
3683,73.0
3684,59.1
3685,56.9
3686,57.8
3687,72.1
3688,60.6
3689,57.1
3690,58.9
3691,69.0
3692,59.4
3693,55.4
3694,58.0
3695,74.2
3696,57.3
3697,56.9
3698,58.3
3699,69.4
3700,55.3
3701,55.8
3702,59.8
3703,74.0
3704,55.4
3705,55.8
3706,59.2
3707,71.4
3708,60.5
3709,54.7
3710,59.2
3711,73.0
3712,59.0
3713,55.7
3714,58.3
3715,69.1
3716,57.6
3717,55.3
3718,59.5
3719,75.4
3720,50.8
3721,55.9
3722,58.7
3723,72.3
3724,57.0
3725,56.7
3726,57.5
3727,73.3
3728,57.3
3729,54.5
3730,57.7
3731,75.4
3732,58.0
3733,54.4
3734,57.0
3735,69.2
3736,59.4
3737,56.9
3738,59.9
3739,69.8
3740,63.7
3741,58.3
3742,60.3
3743,75.3
3744,60.8
3745,56.8
3746,61.7
3747,71.6
3748,65.4
3749,62.3
3750,62.6
3751,71.6
3752,62.5
3753,56.4
3754,57.4
3755,74.2
3756,55.4
3757,54.9
3758,58.2
3759,71.8
3760,57.2
3761,55.7
3762,60.7
3763,74.3
3764,59.5
3765,58.0
3766,59.0
3767,74.8
3768,58.9
3769,56.2
3770,61.4
3771,68.1
3772,58.7
3773,57.3
3774,59.5
3775,75.0
3776,56.7
3777,56.4
3778,61.2
3779,75.3
3780,58.3
3781,55.3
3782,58.5
3783,69.9
3784,59.0
3785,54.5
3786,59.9
3787,69.7
3788,58.2
3789,56.9
3790,61.8
3791,71.8
3792,57.0
3793,55.9
3794,59.6
3795,73.9
3796,57.3
3797,55.6
3798,60.9
3799,73.5
3800,59.3
3801,54.9
3802,57.9
3803,72.3
3804,58.2
3805,53.5
3806,60.4
3807,69.2
3808,57.5
3809,56.9
3810,58.7
3811,69.2
3812,57.8
3813,58.3
3814,58.9
3815,73.0
3816,57.2
3817,55.2
3818,59.0
3819,72.4
3820,60.1
3821,70.8
3822,60.5
3823,75.4
3824,53.8
3825,56.4
3826,57.4
3827,73.9
3828,56.5
3829,56.0
3830,58.2
3831,73.8
3832,58.0
3833,54.3
3834,57.5
3835,77.7
3836,62.8
3837,56.3
3838,56.9
3839,71.2
3840,59.5
3841,60.8
3842,60.6
3843,70.3
3844,58.9
3845,55.4
3846,57.3
3847,68.4
3848,57.8
3849,55.1
3850,58.7
3851,73.1
3852,58.5
3853,59.0
3854,57.3
3855,70.7
3856,58.8
3857,56.3
3858,57.5
3859,69.3
3860,64.9
3861,56.2
3862,62.5
3863,70.7
3864,58.4
3865,56.2
3866,59.0
3867,73.2
3868,58.8
3869,56.6
3870,56.6
3871,74.3
3872,59.9
3873,56.9
3874,57.5
3875,70.6
3876,63.6
3877,55.2
3878,59.9
3879,69.8
3880,61.1
3881,55.0
3882,58.3
3883,71.4
3884,56.1
3885,55.1
3886,58.9
3887,74.0
3888,62.1
3889,56.0
3890,58.3
3891,72.3
3892,60.1
3893,66.0
3894,56.7
3895,70.7
3896,59.2
3897,55.1
3898,57.8
3899,74.0
3900,60.0
3901,70.8
3902,59.0
3903,74.4
3904,59.8
3905,74.1
3906,58.6
3907,71.4
3908,57.9
3909,56.9
3910,58.8
3911,70.0
3912,54.4
3913,55.5
3914,57.7
3915,70.6
3916,61.5
3917,55.4
3918,58.8
3919,74.2
3920,60.2
3921,59.4
3922,57.3
3923,72.6
3924,64.2
3925,56.7
3926,58.5
3927,70.5
3928,62.8
3929,58.4
3930,57.1
3931,73.6
3932,64.1
3933,55.5
3934,57.6
3935,74.4
3936,62.7
3937,55.8
3938,57.5
3939,71.1
3940,64.3
3941,54.4
3942,57.4
3943,65.0
3944,58.6
3945,56.1
3946,57.1
3947,76.0
3948,57.4
3949,56.7
3950,56.6
3951,69.1
3952,58.5
3953,59.7
3954,57.6
3955,71.3
3956,62.8
3957,58.5
3958,58.3
3959,74.7
3960,57.2
3961,56.2
3962,57.2
3963,68.8
3964,68.8
3965,68.4
3966,59.0
3967,69.0
3968,65.9
3969,60.0
3970,58.2
3971,73.3
3972,64.1
3973,56.6
3974,57.3
3975,70.7
3976,59.1
3977,56.6
3978,57.0
3979,71.3
3980,73.6
3981,55.5
3982,57.0
3983,68.2
3984,57.5
3985,59.0
3986,57.4
3987,73.7
3988,54.5
3989,58.7
3990,57.2
3991,73.2
3992,67.0
3993,56.0
3994,56.4
3995,73.1
3996,61.3
3997,60.4
3998,56.7
3999,74.0
4000,64.3
4001,55.2
4002,56.4
4003,70.2
4004,64.6
4005,54.4
4006,58.2
4007,71.4
4008,54.8
4009,72.6
4010,57.2
4011,72.4
4012,58.2
4013,72.6
4014,57.4
4015,72.6
4016,56.1
4017,76.8
4018,59.2
4019,72.0
4020,58.4
4021,62.0
4022,59.6
4023,73.7
4024,56.2
4025,57.3
4026,58.2
4027,70.2
4028,58.5
4029,61.7
4030,58.3
4031,74.6
4032,58.5
4033,54.2
4034,59.8
4035,69.6
4036,57.7
4037,54.4
4038,57.6
4039,70.7
4040,55.2
4041,55.8
4042,58.3
4043,72.9
4044,57.7
4045,55.5
4046,57.4
4047,71.1
4048,56.8
4049,54.1
4050,58.6
4051,68.7
4052,56.7
4053,56.4
4054,57.5
4055,74.4
4056,56.6
4057,61.0
4058,57.8
4059,69.8
4060,60.3
4061,56.4
4062,57.2
4063,68.3
4064,59.3
4065,59.4
4066,57.6
4067,74.4
4068,57.4
4069,59.5
4070,58.4
4071,69.8
4072,58.9
4073,54.7
4074,58.8
4075,66.6
4076,57.4
4077,70.7
4078,59.2
4079,69.8
4080,53.4
4081,56.3
4082,58.3
4083,70.3
4084,61.1
4085,54.5
4086,58.5
4087,74.2
4088,60.6
4089,55.5
4090,58.7
4091,72.6
4092,58.0
4093,67.3
4094,58.3
4095,69.5
4096,56.8
4097,66.4
4098,58.3
4099,69.2
4100,59.1
4101,66.5
4102,58.0
4103,73.7
4104,56.1
4105,54.8
4106,58.8
4107,69.8
